Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,AvgQuantityPerTransaction,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,ReturnRatio,Age,SupportTicketsCount,SatisfactionScore,AgeCategory,SpendingCategory,ChurnRiskCategory,BasketSizeCategory,RegYear,RegMonth,RegWeekday,IP_isPrivate,MonetaryPerDay,AvgBasketValue,TenureRatio,RFMSegment_Dormants,RFMSegment_Fidèles,RFMSegment_Potentiels,CustomerType_Nouveau,CustomerType_Occasionnel,CustomerType_Régulier,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,Region_Amérique du Nord,Region_Amérique du Sud,Region_Asie,Region_Autre,Region_Europe centrale,Region_Europe continentale,Region_Europe de l'Est,Region_Europe du Nord,Region_Europe du Sud,Region_Moyen-Orient,Region_Océanie,Region_UK,WeekendPreference_Semaine,ProductDiversity_Modéré,ProductDiversity_Spécialisé,Gender_M,Gender_Unknown,AccountStatus_Closed,AccountStatus_Pending,AccountStatus_Suspended
-0.8071379876744575,-0.3199709393456844,-0.14561327369207286,-0.15967977585928073,-0.032192864319585755,-0.15609285087930333,1.6690330732062209,1.1954321151051628,-1.3676708574761034,0.663182766955845,1.2664726404673212,-0.4679294353718749,0.027222393416784032,0.1680152192479075,1.3354930170600472,-0.04145727007475164,-0.27427090492120426,-0.07998605209145758,-0.3055343907170329,-0.00941197149182574,0.024260397733216296,0.725021670292219,0.5758417690110725,0.30777049958772734,-1.0753365379228526,-1.5032406663736146,-0.9511617045171917,1.1976393787036077,-1.013436397344195,-0.28634345506301645,-0.08202423122306154,0.14432206314433776,-0.5236583080451575,-0.4041534197471056,1.657746762964084,-0.7645285157415428,-0.6014649820318652,1.6326721803954756,-0.4348003485285918,1.886616557199238,-0.49624391032204906,-0.4637670930637016,-0.04478538443539129,-0.016912752287293456,-0.047884450582876714,-0.047884450582876714,-0.06108472217815262,-0.26656455421158576,-0.016912752287293456,-0.09609999602085963,-0.08136713247714493,-0.041457270074752736,-0.04478538443539129,0.32763763792632317,-0.46103363336713343,-0.5662325806128008,-0.26533182902148883,1.512168686138668,-0.773474792164131,-0.13434839239296278,-0.16890651782777916,-0.22951929977781763
1.3227065486125986,-0.3199709393456844,-0.23835339542701295,-0.0824809536209712,-0.02688806097563723,-0.14586873239249185,-1.0060732790643485,-0.002767634053100785,0.26578029983056783,1.0987039192646881,-1.0384218813719825,-0.4679294353718749,-0.308364913564391,-0.6538756311943831,-0.9128982375412867,-0.04145727007475164,-0.27427090492120426,-0.07998605209145758,-0.3055343907170329,0.24386747681071685,0.7506183675367966,-0.7246071353177809,0.5758417690110725,-2.086608670731032,1.2440211140813922,-0.005994123990096851,0.9838077432411001,-0.49956914783692297,-0.515195559229103,-0.28634345506301645,-0.1061360055571638,-0.7343479214945262,1.7756521925261963,2.474307901751119,-0.6032284437774924,-0.7645285157415428,-0.6014649820318652,-0.6124928274075044,-0.4348003485285918,-0.5300494136893098,2.015138078673907,-0.4637670930637016,-0.04478538443539129,-0.016912752287293456,-0.047884450582876714,-0.047884450582876714,-0.06108472217815262,-0.26656455421158576,-0.016912752287293456,-0.09609999602085963,-0.08136713247714493,-0.041457270074752736,-0.04478538443539129,0.32763763792632317,-0.46103363336713343,-0.5662325806128008,3.7688655887530613,1.512168686138668,-0.773474792164131,-0.13434839239296278,-0.16890651782777916,4.356932079210915
0.6160758847042763,-0.3199709393456844,-0.16881110936261862,-0.062022839970793726,-0.03295152357380713,-0.10854668566630941,-0.149438098842874,0.36006750125538745,-0.27870341927165593,-0.2078595376618412,-1.3265336966018955,-0.4679294353718749,0.06775681532743155,-0.4255726171826357,-0.28834511126313844,-0.04145727007475164,-0.27427090492120426,-0.07998605209145758,-0.3055343907170329,1.826864028701608,0.7506183675367966,-0.7246071353177809,1.4551948983699026,0.30777049958772734,1.2440211140813922,-0.005994123990096851,-0.9511617045171917,-0.21670106008016787,0.4812861170010813,-0.28634345506301645,-0.10482305234984528,-0.07546675674259931,-0.5102865676785758,-0.4041534197471056,-0.6032284437774924,1.307995685458593,1.6626071839158552,-0.6124928274075044,-0.4348003485285918,-0.5300494136893098,2.015138078673907,-0.4637670930637016,-0.04478538443539129,-0.016912752287293456,-0.047884450582876714,-0.047884450582876714,-0.06108472217815262,-0.26656455421158576,-0.016912752287293456,-0.09609999602085963,-0.08136713247714493,-0.041457270074752736,-0.04478538443539129,0.32763763792632317,-0.46103363336713343,-0.5662325806128008,-0.26533182902148883,-0.6613018832928659,1.292866955886263,-0.13434839239296278,-0.16890651782777916,-0.22951929977781763
-0.39908366062880657,0.29186085226564795,0.05802545225422495,-0.007119106212360801,-0.02916468912027377,-0.0021012048914749765,0.5794532387139946,0.31787736924277255,-0.8231871383738796,0.663182766955845,0.11402537954766932,0.29466271244665054,-0.06702013752547152,0.14518491784673276,-0.46009722098962924,-0.04145727007475164,-0.14474688675652483,-0.07998605209145758,-0.18918013730871894,-0.8199062060599618,0.024260397733216296,0.725021670292219,-1.1828644897065872,1.504960084747107,-0.30221732058810435,1.491252418393421,0.9838077432411001,-1.0653053233504333,0.9795269551161735,-0.28634345506301645,-0.09013928226366466,0.12423002435265763,-0.5214662980026596,-0.4041534197471056,1.657746762964084,-0.7645285157415428,-0.6014649820318652,-0.6124928274075044,2.299906160112569,-0.5300494136893098,-0.49624391032204906,2.1562547557953686,-0.04478538443539129,-0.016912752287293456,-0.047884450582876714,-0.047884450582876714,-0.06108472217815262,-0.26656455421158576,-0.016912752287293456,-0.09609999602085963,-0.08136713247714493,-0.041457270074752736,-0.04478538443539129,0.32763763792632317,2.1690391494793033,-0.5662325806128008,-0.26533182902148883,-0.6613018832928659,-0.773474792164131,-0.13434839239296278,-0.16890651782777916,-0.22951929977781763
-0.39908366062880657,-0.014055043540018203,-0.036913230139294824,-0.11359979094799375,-0.029005945968139876,-0.12210054596542778,0.9401417356493523,0.7144646101613528,-0.8231871383738796,-0.6433806899706843,-1.6146455118318084,-0.4679294353718749,-0.09638402688632432,0.3164121783555433,0.07389570197818761,-0.04145727007475164,-0.27427090492120426,-0.07998605209145758,-0.3055343907170329,-0.5792907301725465,-0.702097572070364,-1.4494215381227809,0.13616520433165763,0.30777049958772734,-0.30221732058810435,-0.005994123990096851,0.9838077432411001,-1.3481734111071884,1.4777677932312656,-0.28634345506301645,-0.09510621268274912,0.16184867543051484,-0.5219291156971919,-0.4041534197471056,1.657746762964084,-0.7645285157415428,-0.6014649820318652,-0.6124928274075044,2.299906160112569,1.886616557199238,-0.49624391032204906,-0.4637670930637016,-0.04478538443539129,-0.016912752287293456,-0.047884450582876714,-0.047884450582876714,-0.06108472217815262,-0.26656455421158576,-0.016912752287293456,-0.09609999602085963,-0.08136713247714493,-0.041457270074752736,-0.04478538443539129,0.32763763792632317,-0.46103363336713343,-0.5662325806128008,-0.26533182902148883,-0.6613018832928659,1.292866955886263,-0.13434839239296278,-0.16890651782777916,-0.22951929977781763
-0.37917857150462847,-0.4219429046142398,-0.20306216277665715,-0.14092907515694886,-0.03178725473108241,-0.11285620304427818,-1.0060732790643485,-1.4541081752870537,1.899231457137239,1.0987039192646881,0.6902490100074953,3.165597857175218,-0.308364913564391,-0.311421110176762,1.0856717665487878,-0.04145727007475164,-0.27427090492120426,-0.07998605209145758,-0.3055343907170329,-0.07273183356746138,0.7506183675367966,-0.7246071353177809,0.5758417690110725,-0.8894190855716523,-0.30221732058810435,-0.005994123990096851,0.9838077432411001,0.3490351154333424,0.4812861170010813,-0.28634345506301645,-0.10388913128234596,-0.17471578733865892,0.027936873548441044,-0.4041534197471056,-0.6032284437774924,1.307995685458593,1.6626071839158552,-0.6124928274075044,-0.4348003485285918,-0.5300494136893098,-0.49624391032204906,-0.4637670930637016,-0.04478538443539129,-0.016912752287293456,-0.047884450582876714,-0.047884450582876714,-0.06108472217815262,-0.26656455421158576,-0.016912752287293456,-0.09609999602085963,-0.08136713247714493,-0.041457270074752736,-0.04478538443539129,0.32763763792632317,-0.46103363336713343,-0.5662325806128008,-0.26533182902148883,1.512168686138668,-0.773474792164131,-0.13434839239296278,-0.16890651782777916,-0.22951929977781763
-0.4090362051908956,-0.21799897407712898,-0.11836110304360861,-0.039558578282624116,-0.027126942561598186,-0.04394111020194892,0.8574839551016662,0.613208293331077,-1.3676708574761034,-0.6433806899706843,0.6902490100074953,-0.4679294353718749,0.2620863752548732,-0.26576050737441254,-0.24670823617792859,-0.04145727007475164,-0.27427090492120426,-0.07998605209145758,-0.3055343907170329,-0.4146590887758938,0.7506183675367966,1.4498360730972188,-1.1828644897065872,0.30777049958772734,-0.30221732058810435,1.491252418393421,0.9838077432411001,-1.6310414988639435,1.4777677932312656,-0.28634345506301645,-0.09923428175717418,0.0892659779045849,-0.5218798599987778,-0.4041534197471056,1.657746762964084,-0.7645285157415428,-0.6014649820318652,1.6326721803954756,-0.4348003485285918,-0.5300494136893098,-0.49624391032204906,-0.4637670930637016,-0.04478538443539129,-0.016912752287293456,-0.047884450582876714,-0.047884450582876714,-0.06108472217815262,-0.26656455421158576,-0.016912752287293456,-0.09609999602085963,-0.08136713247714493,-0.041457270074752736,-0.04478538443539129,0.32763763792632317,-0.46103363336713343,-0.5662325806128008,-0.26533182902148883,-0.6613018832928659,1.292866955886263,-0.13434839239296278,-0.16890651782777916,-0.22951929977781763
2.0293372125209213,-0.4219429046142398,-0.24059004345661944,0.3375988462568148,-0.03506132615348666,0.5255825341720679,-1.0060732790643485,0.587894214123508,-0.27870341927165593,0.663182766955845,-1.6146455118318084,-0.4679294353718749,-0.308364913564391,-0.6881210832961452,-0.9753535501691015,-0.04145727007475164,-0.27427090492120426,-0.07998605209145758,-0.3055343907170329,-0.07273183356746138,-1.4284555418739444,0.725021670292219,0.5758417690110725,-2.086608670731032,1.2440211140813922,1.491252418393421,-0.9511617045171917,1.1976393787036077,0.4812861170010813,3.492309610428941,-0.1061928463938698,-0.7080548922004597,2.5013117694116973,2.474307901751119,-0.6032284437774924,-0.7645285157415428,-0.6014649820318652,-0.6124928274075044,-0.4348003485285918,1.886616557199238,-0.49624391032204906,-0.4637670930637016,-0.04478538443539129,-0.016912752287293456,-0.047884450582876714,-0.047884450582876714,-0.06108472217815262,-0.26656455421158576,-0.016912752287293456,-0.09609999602085963,-0.08136713247714493,-0.041457270074752736,-0.04478538443539129,0.32763763792632317,-0.46103363336713343,-0.5662325806128008,3.7688655887530613,-0.6613018832928659,-0.773474792164131,-0.13434839239296278,-0.16890651782777916,-0.22951929977781763
-0.8768057996090809,-0.21799897407712898,-0.12726172764527813,-0.17379364178378365,-0.033021496978565296,-0.17134864095688687,-0.6829565005597572,-1.5131743601047147,1.899231457137239,1.5342250715735313,0.6902490100074953,1.5269482938696664,-0.28283864664513986,0.8186788091813875,1.7310433303695412,-0.04145727007475164,-0.14474688675652483,-0.07998605209145758,-0.2439350800891016,-1.6557283854583524,2.203334307143957,0.00020726748721903936,-0.7431879250271723,0.30777049958772734,-1.0753365379228526,-1.5032406663736146,0.9838077432411001,1.1976393787036077,-1.013436397344195,-0.28634345506301645,-0.03788007225968108,0.026018985645040862,-0.5230440855976561,-0.4041534197471056,1.657746762964084,-0.7645285157415428,-0.6014649820318652,1.6326721803954756,-0.4348003485285918,-0.5300494136893098,-0.49624391032204906,-0.4637670930637016,-0.04478538443539129,-0.016912752287293456,-0.047884450582876714,-0.047884450582876714,-0.06108472217815262,-0.26656455421158576,-0.016912752287293456,-0.09609999602085963,-0.08136713247714493,-0.041457270074752736,-0.04478538443539129,0.32763763792632317,-0.46103363336713343,-0.5662325806128008,-0.26533182902148883,-0.6613018832928659,1.292866955886263,-0.13434839239296278,-0.16890651782777916,-0.22951929977781763
-0.3095107595700051,-0.4219429046142398,-0.18503501606240075,-0.02702896269174395,-0.02952339924999394,-0.12002339691592985,-1.0060732790643485,-1.395041990469393,-1.3676708574761034,-1.9499441468972136,0.6902490100074953,-0.4679294353718749,-0.308364913564391,-0.48264837068557254,0.14884207713156536,-0.04145727007475164,-0.27427090492120426,-0.07998605209145758,-0.3055343907170329,0.0539078905838099,-0.702097572070364,0.00020726748721903936,-1.1828644897065872,-0.8894190855716523,0.4709018967466439,-0.005994123990096851,0.9838077432411001,0.3490351154333424,-0.515195559229103,-0.28634345506301645,-0.10335356909003755,0.08148259417366267,0.09948077549489887,-0.4041534197471056,-0.6032284437774924,1.307995685458593,1.6626071839158552,-0.6124928274075044,-0.4348003485285918,-0.5300494136893098,-0.49624391032204906,-0.4637670930637016,-0.04478538443539129,-0.016912752287293456,-0.047884450582876714,-0.047884450582876714,-0.06108472217815262,-0.26656455421158576,-0.016912752287293456,-0.09609999602085963,-0.08136713247714493,-0.041457270074752736,-0.04478538443539129,0.32763763792632317,-0.46103363336713343,1.7660587437723163,-0.26533182902148883,-0.6613018832928659,-0.773474792164131,-0.13434839239296278,-0.16890651782777916,-0.22951929977781763
